,precision,recall,f1-score,support
Mango Red 1,0.987673343605547,0.9846390168970814,0.9861538461538462,651.0
Mangostan 1,0.9741176470588235,0.9904306220095693,0.9822064056939501,418.0
Maracuja 1,0.993455497382199,0.9986842105263158,0.9960629921259844,760.0
Melon Piel de Sapo 1,0.9927007299270073,0.9945155393053017,0.993607305936073,1094.0
Mulberry 1,1.0,0.9917469050894085,0.9958563535911602,727.0
Nectarine 1,0.9958904109589041,0.9503267973856209,0.9725752508361203,765.0
Nectarine Flat 1,0.9722222222222222,0.9915014164305949,0.9817671809256662,706.0
Nut Forest 1,0.9949545913218971,0.9899598393574297,0.992450931051837,996.0
Nut Pecan 1,0.964735516372796,0.9960988296488946,0.9801663467690338,769.0
Onion Red 1,1.0,0.9696531791907514,0.9845928099779897,692.0
Onion Red Peeled 1,0.9797979797979798,0.9941434846266471,0.9869186046511628,683.0
Onion White 1,0.9952904238618524,0.9814241486068112,0.9883086515978177,646.0
Orange 1,0.9908376963350786,0.997364953886693,0.9940906106369009,759.0
Papaya 1,0.9850746268656716,0.9850746268656716,0.9850746268656716,737.0
Passion Fruit 1,0.9904240766073872,0.9931412894375857,0.9917808219178081,729.0
Peach 1,0.9822335025380711,0.9910371318822023,0.9866156787762905,781.0
Peach 2,0.9926605504587156,0.9954001839926403,0.9940284795590262,1087.0
Peach Flat 1,0.9918144611186903,0.9904632152588556,0.9911383776414452,734.0
Pear 1,0.9769647696476965,0.9972337482710927,0.9869952087611226,723.0
Pear 2,0.9949596774193549,0.9909638554216867,0.9929577464788732,996.0
Pear 3,0.9938461538461538,0.9969135802469136,0.9953775038520801,324.0
Pear Abate 1,0.9945872801082544,0.9959349593495935,0.995260663507109,738.0
Pear Forelle 1,0.9990421455938697,0.9867549668874173,0.9928605425987626,1057.0
Pear Kaiser 1,0.9977272727272727,1.0,0.9988623435722412,439.0
Pear Monster 1,0.9958791208791209,0.9810554803788903,0.9884117246080435,739.0
Pear Red 1,0.9979570990806946,0.972139303482587,0.9848790322580645,1005.0
Pear Stone 1,0.9899175068744271,0.997229916897507,0.9935602575896963,1083.0
Pear Williams 1,0.9877883310719131,0.9851150202976996,0.986449864498645,739.0
Pepino 1,0.9878378378378379,0.9785809906291834,0.9831876260928043,747.0
Pepper Green 1,1.0,0.9957507082152974,0.9978708303761533,706.0
Pepper Orange 1,0.9990800367985281,0.9972451790633609,0.9981617647058822,1089.0
Pepper Red 1,0.9951923076923077,0.9932821497120922,0.9942363112391931,1042.0
Pepper Yellow 1,0.997920997920998,0.9687184661957619,0.9831029185867894,991.0
Physalis 1,0.9875173370319001,0.994413407821229,0.9909533750869868,716.0
Physalis with Husk 1,0.989159891598916,0.9945504087193461,0.9918478260869565,734.0
Pineapple 1,1.0,0.9971509971509972,0.9985734664764622,702.0
Pineapple Mini 1,1.0,0.9956958393113343,0.99784327821711,697.0
Pitahaya Red 1,0.9959946595460614,0.9907038512616202,0.9933422103861518,753.0
Plum 1,0.9969183359013868,0.9803030303030303,0.988540870893812,660.0
Plum 2,0.9935587761674718,0.9983818770226537,0.9959644874899112,618.0
Plum 3,0.9927431059506531,0.9905865314989138,0.9916636462486408,1381.0
Pomegranate 1,0.9682539682539683,0.997275204359673,0.9825503355704698,734.0
Pomelo Sweetie 1,0.9955555555555555,0.9926144756277696,0.9940828402366864,677.0
Potato Red 1,0.9891304347826086,0.9636913767019667,0.9762452107279693,661.0
Potato Red Washed 1,0.9902234636871509,0.9957865168539326,0.9929971988795517,712.0
Potato Sweet 1,0.9763663220088626,0.9895209580838323,0.9828996282527881,668.0
Potato White 1,0.9905660377358491,0.9813084112149533,0.9859154929577464,642.0
Quince 1,0.9960369881109643,0.9947229551451188,0.9953795379537953,758.0
Rambutan 1,1.0,1.0,1.0,695.0
Raspberry 1,0.9973082099596231,1.0,0.9986522911051213,741.0
Redcurrant 1,1.0,0.9780821917808219,0.9889196675900276,730.0
Salak 1,0.9944055944055944,0.9875,0.9909407665505227,720.0
Strawberry 1,0.9972413793103448,0.9958677685950413,0.9965541006202618,726.0
Strawberry Wedge 1,0.9964221824686941,0.9911032028469751,0.9937555753791257,1124.0
Tamarillo 1,0.9831697054698457,0.9971550497866287,0.9901129943502824,703.0
Tangelo 1,0.986013986013986,0.9929577464788732,0.9894736842105264,710.0
Tomato 1,0.9991181657848325,0.9964819700967458,0.9977983267283135,1137.0
Tomato 2,0.9851778656126482,0.996003996003996,0.990561351217089,1001.0
Tomato 3,0.9918256130790191,0.9927272727272727,0.9922762380736029,1100.0
Tomato 4,0.9986357435197817,0.9838709677419355,0.9911983750846309,744.0
Tomato Cherry Red 1,0.9931880108991825,1.0,0.9965823650034177,729.0
Tomato Heart 1,1.0,0.984390243902439,0.992133726647001,1025.0
Tomato Maroon 1,1.0,0.9897435897435898,0.9948453608247423,585.0
Tomato Yellow 1,0.9572649572649573,0.9987261146496815,0.9775561097256859,785.0
Tomato not Ripened 1,0.9916201117318436,0.9943977591036415,0.9930069930069931,714.0
Walnut 1,0.9945602901178604,0.9963669391462306,0.9954627949183303,1101.0
Watermelon 1,1.0,0.9898107714701602,0.9948792977322605,687.0
Zucchini 1,0.9791666666666666,0.996969696969697,0.9879879879879879,330.0
Zucchini dark 1,0.977961432506887,1.0,0.9888579387186629,355.0
accuracy,0.9914787773322237,0.9914787773322237,0.9914787773322237,0.9914787773322237
macro avg,0.9913671552752348,0.9913374398102005,0.9913059684276104,105736.0
weighted avg,0.9915711000167989,0.9914787773322237,0.9914815802461049,105736.0
